order_id,order_date,order_month,order_quarter,order_year,customer_id,gender,age,city,state,membership_tier,product_id,product_name,category,sub_category,brand,color,size,mrp,discount_percent,selling_price,quantity,total_amount,payment_mode,order_channel,order_status,delivery_days,rating
MYN100105,2025-09-27,September,Q3,2025,CUST00527,Female,48,Lucknow,Uttar Pradesh,Non-Member,P98440,Only Striped Loafers,Women,Footwear,Only,Purple,9,3709.0,50,1854.5,1,1854.5,UPI,Website,Delivered,2,5.0
MYN100106,2023-07-10,July,Q3,2023,CUST01393,Female,41,Visakhapatnam,Andhra Pradesh,Non-Member,P40156,Only Graphic T-Shirt,Women,Topwear,Only,Blue,L,1379.0,20,1103.2,1,1103.2,Credit Card,Mobile App,Delivered,7,5.0
MYN100107,2023-07-27,July,Q3,2023,CUST01969,Male,23,Hyderabad,Telangana,Insider Gold,P99435,Levis Formal Saree,Men,Ethnic Wear,Levis,Yellow,XS,4159.0,10,3743.1,1,3743.1,Cash on Delivery,Mobile App,Delivered,8,4.0
MYN100108,2025-07-11,July,Q3,2025,CUST01573,Female,30,Bengaluru,Karnataka,Insider Gold,P17144,US Polo Kids Formal Sweatshirt,Kids,Topwear,US Polo Kids,Green,L,1779.0,10,1601.1,1,1601.1,Cash on Delivery,Mobile Web,Delivered,7,1.0
MYN100109,2025-11-20,November,Q4,2025,CUST00458,Female,36,Chandigarh,Chandigarh,Non-Member,P20486,Sugar Cosmetics Graphic Deodorant,Beauty,Fragrance,Sugar Cosmetics,Blue,XS,949.0,60,379.6,1,379.6,Credit Card,Mobile App,Delivered,9,2.0
MYN100110,2025-05-04,May,Q2,2025,CUST01886,Female,28,Indore,Madhya Pradesh,Insider,P98473,Biba Casual Nightsuit,Women,Lingerie,Biba,Green,XS,3399.0,10,3059.1,1,3059.1,Credit Card,Mobile App,Delivered,2,5.0
MYN100111,2024-07-16,July,Q3,2024,CUST00150,Female,41,Pune,Maharashtra,Insider,P80121,H&M Regular Fit Wallet,Women,Accessories,H&M,White,S,4449.0,40,2669.4,1,2669.4,Myntra Wallet,Mobile App,Delivered,7,3.0
MYN100112,2023-06-11,June,Q2,2023,CUST02145,Male,27,Lucknow,Uttar Pradesh,Insider,P15018,Vero Moda Casual Kurta,Women,Topwear,Vero Moda,Blue,XL,5879.0,10,5291.1,1,5291.1,Myntra Wallet,Mobile App,Cancelled,7,4.0
MYN100113,2024-09-12,September,Q3,2024,CUST00092,Male,28,Nagpur,Maharashtra,Insider,P20391,US Polo Assn Graphic Boxers Pack,Men,Innerwear,US Polo Assn,Multicolor,L,5809.0,20,4647.2,1,4647.2,Net Banking,Mobile App,Delivered,5,5.0
MYN100114,2024-07-12,July,Q3,2024,CUST01790,Male,26,Ahmedabad,Gujarat,Insider Gold,P98006,Levis Floral Vest Pack,Men,Innerwear,Levis,Black,XL,2579.0,10,2321.1,1,2321.1,Credit Card,Mobile App,Delivered,2,5.0
MYN100115,2025-08-01,August,Q3,2025,CUST01094,Male,34,Bengaluru,Karnataka,Insider,P12368,Vero Moda Solid Bra,Women,Lingerie,Vero Moda,Purple,M,1569.0,60,627.6,1,627.6,Net Banking,Mobile App,Delivered,8,2.0
MYN100116,2025-03-09,March,Q1,2025,CUST00052,Female,24,Kochi,Kerala,Insider,P70548,AND Printed Nightsuit,Women,Lingerie,AND,Multicolor,XXL,3149.0,50,1574.5,1,1574.5,Credit Card,Mobile App,Delivered,6,5.0
MYN100117,2025-08-15,August,Q3,2025,CUST01993,Male,24,Coimbatore,Tamil Nadu,Non-Member,P79414,Vero Moda Relaxed Fit Bra,Women,Lingerie,Vero Moda,Pink,M,1969.0,30,1378.3,1,1378.3,UPI,Website,Delivered,2,4.0
MYN100118,2024-03-23,March,Q1,2024,CUST01702,Male,23,Chennai,Tamil Nadu,Insider,P59189,Adidas Solid Canvas Shoes,Footwear,Casual Shoes,Adidas,Yellow,7,2469.0,10,2222.1,1,2222.1,Myntra Wallet,Mobile App,Delivered,5,5.0
MYN100119,2025-12-26,December,Q4,2025,CUST01643,Female,38,Chandigarh,Chandigarh,Insider,P46553,H&M Checked Nightsuit,Women,Lingerie,H&M,Pink,M,3899.0,30,2729.3,1,2729.3,UPI,Website,Delivered,8,5.0
MYN100120,2023-07-21,July,Q3,2023,CUST01841,Male,29,Delhi,Delhi,Non-Member,P10437,Levis Striped Sunglasses,Men,Accessories,Levis,Yellow,M,4659.0,10,4193.1,1,4193.1,Debit Card,Mobile App,Delivered,8,5.0
MYN100121,2024-05-26,May,Q2,2024,CUST00119,Male,27,Patna,Bihar,Insider Gold,P20552,Allen Solly Junior Floral Skirt,Kids,Bottomwear,Allen Solly Junior,Maroon,XL,4479.0,0,4479.0,1,4479.0,Debit Card,Mobile App,Delivered,4,5.0
MYN100122,2024-02-14,February,Q1,2024,CUST02464,Female,39,Delhi,Delhi,Non-Member,P31152,Story@Home Solid Rug,Home & Living,Furnishing,Story@Home,Beige,M,3349.0,20,2679.2,1,2679.2,UPI,Mobile App,Delivered,7,4.0
MYN100123,2023-11-23,November,Q4,2023,CUST01881,Female,18,Indore,Madhya Pradesh,Insider,P33183,Louis Philippe Oversized Hoodie,Men,Winterwear,Louis Philippe,Beige,XL,3969.0,60,1587.6,2,3175.2,Credit Card,Mobile App,Pending,5,4.0
MYN100124,2025-12-29,December,Q4,2025,CUST00133,Female,50,Coimbatore,Tamil Nadu,Non-Member,P19222,Allen Solly Junior Formal Sherwani,Kids,Ethnic Wear,Allen Solly Junior,Orange,L,7699.0,50,3849.5,1,3849.5,Credit Card,Mobile App,Cancelled,2,4.0
MYN100125,2024-06-21,June,Q2,2024,CUST01632,Female,34,Indore,Madhya Pradesh,Non-Member,P77051,Mamaearth Relaxed Fit Compact,Beauty,Makeup,Mamaearth,Navy,XXL,1189.0,10,1070.1,1,1070.1,Cash on Delivery,Website,Delivered,3,5.0
MYN100126,2024-06-16,June,Q2,2024,CUST00996,Male,28,Pune,Maharashtra,Non-Member,P94152,Mamaearth Casual Face Wash,Beauty,Skincare,Mamaearth,Purple,XS,1239.0,40,743.4,1,743.4,UPI,Website,Delivered,7,4.0
MYN100127,2024-08-19,August,Q3,2024,CUST02328,Male,39,Ahmedabad,Gujarat,Non-Member,P47805,Levis Floral Shirt,Men,Topwear,Levis,Black,S,5329.0,60,2131.6,1,2131.6,Myntra Wallet,Website,Delivered,6,4.0
MYN100128,2024-03-09,March,Q1,2024,CUST01802,Male,28,Jaipur,Rajasthan,Insider,P48316,Gini and Jony Checked Trousers,Kids,Bottomwear,Gini and Jony,Multicolor,L,1779.0,20,1423.2,1,1423.2,UPI,Mobile App,Delivered,6,4.0
MYN100129,2025-12-11,December,Q4,2025,CUST02117,Male,26,Surat,Gujarat,Non-Member,P75679,AND Checked Sandals,Women,Footwear,AND,Pink,10,2439.0,40,1463.4,1,1463.4,UPI,Mobile App,Returned,9,4.0
MYN100130,2025-07-29,July,Q3,2025,CUST00266,Female,16,Jaipur,Rajasthan,Insider Gold,P46479,H&M Printed Hoodie,Women,Winterwear,H&M,Maroon,XXL,4809.0,20,3847.2,1,3847.2,Cash on Delivery,Website,Returned,2,4.0
MYN100131,2025-12-31,December,Q4,2025,CUST02147,Male,33,Chennai,Tamil Nadu,Insider,P62231,HomeTown Slim Fit Photo Frame,Home & Living,Decor,HomeTown,Navy,XS,4309.0,50,2154.5,1,2154.5,Myntra Wallet,Mobile App,Delivered,3,5.0
MYN100132,2023-07-07,July,Q3,2023,CUST01049,Male,35,Pune,Maharashtra,Non-Member,P69777,L'Oreal Solid Moisturizer,Beauty,Skincare,L'Oreal,Blue,XS,2459.0,20,1967.2,1,1967.2,Cash on Delivery,Mobile Web,Returned,5,4.0
MYN100133,2023-04-15,April,Q2,2023,CUST00543,Female,27,Chennai,Tamil Nadu,Non-Member,P86765,H&M Solid Shirt,Women,Topwear,H&M,Orange,XL,3029.0,10,2726.1,1,2726.1,Cash on Delivery,Mobile App,Delivered,7,4.0
MYN100134,2025-06-25,June,Q2,2025,CUST01950,Female,34,Pune,Maharashtra,Insider,P84623,Puma Striped Cardigan,Men,Winterwear,Puma,Black,XL,2759.0,10,2483.1,1,2483.1,Debit Card,Website,Delivered,5,1.0
MYN100135,2024-09-05,September,Q3,2024,CUST01032,Male,20,Pune,Maharashtra,Non-Member,P33138,Mamaearth Graphic Body Lotion,Beauty,Bath & Body,Mamaearth,Pink,XL,1299.0,20,1039.2,3,3117.6,Cash on Delivery,Mobile App,Delivered,6,4.0
MYN100136,2025-06-03,June,Q2,2025,CUST01265,Female,38,Surat,Gujarat,Insider Gold,P51839,Gini and Jony Slim Fit Sweatshirt,Kids,Topwear,Gini and Jony,Yellow,L,3139.0,10,2825.1,1,2825.1,UPI,Mobile App,Returned,6,4.0
MYN100137,2024-09-06,September,Q3,2024,CUST02207,Female,25,Jaipur,Rajasthan,Insider,P50265,Lakme Solid Moisturizer,Beauty,Skincare,Lakme,Yellow,M,909.0,50,454.5,1,454.5,Debit Card,Mobile App,Delivered,5,3.0
MYN100138,2024-07-05,July,Q3,2024,CUST00704,Female,37,Delhi,Delhi,Insider,P77694,L'Oreal Casual Body Wash,Beauty,Bath & Body,L'Oreal,Beige,XXL,1559.0,30,1091.3,1,1091.3,Myntra Wallet,Mobile Web,Delivered,5,5.0
MYN100139,2025-04-07,April,Q2,2025,CUST00594,Female,27,Hyderabad,Telangana,Non-Member,P65744,AND Striped Nightsuit,Women,Lingerie,AND,Maroon,L,4659.0,0,4659.0,1,4659.0,Myntra Wallet,Website,Delivered,2,1.0
MYN100140,2024-10-29,October,Q4,2024,CUST01124,Female,21,Guwahati,Assam,Insider,P43545,Puma Graphic Briefs Pack,Men,Innerwear,Puma,Green,M,439.0,30,307.3,1,307.3,Cash on Delivery,Mobile App,Delivered,5,5.0
MYN100141,2025-02-07,February,Q1,2025,CUST00305,Male,43,Hyderabad,Telangana,Non-Member,P16029,Louis Philippe Embroidered Boots,Men,Footwear,Louis Philippe,Orange,11,2529.0,40,1517.4,1,1517.4,UPI,Mobile App,Delivered,2,5.0
MYN100142,2024-02-14,February,Q1,2024,CUST01165,Male,52,Ahmedabad,Gujarat,Non-Member,P64234,HRX Oversized Joggers,Men,Bottomwear,HRX,Multicolor,S,5289.0,60,2115.6,1,2115.6,Credit Card,Mobile App,Delivered,3,4.0
MYN100143,2025-01-09,January,Q1,2025,CUST02281,Female,26,Delhi,Delhi,Insider,P18913,Roadster Oversized Hoodie,Women,Winterwear,Roadster,Multicolor,XXL,4359.0,30,3051.3,3,9153.9,Cash on Delivery,Mobile App,Delivered,9,5.0
MYN100144,2025-12-18,December,Q4,2025,CUST01484,Female,32,Chennai,Tamil Nadu,Non-Member,P25622,Biba Printed Sweater,Women,Winterwear,Biba,Navy,L,2749.0,40,1649.4,1,1649.4,Myntra Wallet,Mobile App,Delivered,2,4.0
MYN100145,2023-08-19,August,Q3,2023,CUST00132,Female,35,Bhopal,Madhya Pradesh,Non-Member,P85342,Woodland Striped Slides,Footwear,Sandals,Woodland,Pink,11,689.0,10,620.1,1,620.1,Cash on Delivery,Mobile App,Returned,4,4.0
MYN100146,2024-11-26,November,Q4,2024,CUST01919,Female,49,Guwahati,Assam,Non-Member,P71042,HRX Kids Striped Shorts,Kids,Bottomwear,HRX Kids,Beige,XXL,1179.0,30,825.3,1,825.3,Debit Card,Website,Delivered,9,4.0
MYN100147,2024-10-30,October,Q4,2024,CUST00088,Male,26,Kolkata,West Bengal,Non-Member,P11119,Roadster Slim Fit Cardigan,Women,Winterwear,Roadster,Red,M,2739.0,20,2191.2,2,4382.4,Net Banking,Website,Delivered,9,2.0
MYN100148,2024-12-14,December,Q4,2024,CUST02363,Female,24,Surat,Gujarat,Non-Member,P33800,Levis Striped Wallet,Men,Accessories,Levis,White,XS,3349.0,0,3349.0,1,3349.0,Credit Card,Mobile App,Delivered,3,5.0
MYN100149,2025-02-07,February,Q1,2025,CUST01241,Male,20,Patna,Bihar,Insider,P56575,Puma Oversized Sandals,Men,Footwear,Puma,Black,7,5309.0,40,3185.4,1,3185.4,Credit Card,Website,Cancelled,2,4.0
MYN100150,2025-11-23,November,Q4,2025,CUST01559,Female,38,Kochi,Kerala,Insider,P59873,H&M Solid Saree,Men,Ethnic Wear,H&M,Maroon,XS,1479.0,10,1331.1,1,1331.1,UPI,Mobile Web,Delivered,3,3.0
MYN100151,2025-07-24,July,Q3,2025,CUST01468,Female,54,Mumbai,Maharashtra,Insider Gold,P21900,Nykaa Solid Shampoo,Beauty,Haircare,Nykaa,Orange,XL,1009.0,20,807.2,1,807.2,UPI,Mobile App,Cancelled,2,4.0
MYN100152,2023-02-02,February,Q1,2023,CUST00410,Female,43,Bhopal,Madhya Pradesh,Non-Member,P49412,Vero Moda Graphic Cardigan,Women,Winterwear,Vero Moda,Red,XXL,789.0,30,552.3,2,1104.6,Cash on Delivery,Mobile App,Returned,6,4.0
MYN100153,2024-03-05,March,Q1,2024,CUST01020,Male,49,Bengaluru,Karnataka,Non-Member,P28378,Levis Printed Jacket,Men,Topwear,Levis,Purple,L,4649.0,0,4649.0,1,4649.0,Credit Card,Mobile App,Delivered,6,5.0
MYN100154,2024-06-27,June,Q2,2024,CUST02125,Male,44,Bengaluru,Karnataka,Non-Member,P31282,Adidas Oversized Running Shoes,Footwear,Sports Shoes,Adidas,Black,9,1469.0,30,1028.3,1,1028.3,UPI,Mobile App,Delivered,7,4.0
MYN100155,2024-04-01,April,Q2,2024,CUST00592,Female,16,Mumbai,Maharashtra,Insider Gold,P88447,Story@Home Oversized Comforter,Home & Living,Bedding,Story@Home,Purple,XL,1019.0,10,917.1,1,917.1,Credit Card,Mobile Web,Delivered,3,4.0
MYN100156,2025-01-18,January,Q1,2025,CUST01701,Female,22,Bhopal,Madhya Pradesh,Insider,P93473,Nykaa Checked Body Wash,Beauty,Bath & Body,Nykaa,Black,M,1279.0,20,1023.2,1,1023.2,Credit Card,Mobile Web,Cancelled,3,4.0
MYN100157,2023-08-04,August,Q3,2023,CUST00804,Male,26,Hyderabad,Telangana,Insider,P96403,Levis Solid Hoodie,Men,Winterwear,Levis,White,XXL,849.0,30,594.3,1,594.3,UPI,Website,Delivered,5,5.0
MYN100158,2023-03-12,March,Q1,2023,CUST01893,Female,47,Lucknow,Uttar Pradesh,Insider,P27263,Allen Solly Junior Striped Action Figure,Kids,Toys,Allen Solly Junior,Pink,L,2449.0,10,2204.1,1,2204.1,Net Banking,Mobile Web,Cancelled,8,4.0
MYN100159,2025-04-10,April,Q2,2025,CUST00059,Female,25,Pune,Maharashtra,Insider,P52274,Puma Formal Shirt,Men,Topwear,Puma,Black,XL,3049.0,30,2134.3,1,2134.3,Myntra Wallet,Mobile App,Delivered,9,4.0
MYN100160,2024-12-02,December,Q4,2024,CUST01145,Female,20,Coimbatore,Tamil Nadu,Non-Member,P43460,Mothercare Printed Puzzle,Kids,Toys,Mothercare,Pink,L,4709.0,40,2825.4,1,2825.4,UPI,Website,Delivered,6,1.0
MYN100161,2023-06-19,June,Q2,2023,CUST00518,Female,34,Visakhapatnam,Andhra Pradesh,Non-Member,P48759,HRX Floral Kurta Set,Men,Ethnic Wear,HRX,Blue,M,3019.0,30,2113.3,1,2113.3,Credit Card,Mobile Web,Returned,4,4.0
MYN100162,2025-12-11,December,Q4,2025,CUST00799,Female,46,Coimbatore,Tamil Nadu,Non-Member,P56391,Puma Solid Briefs Pack,Men,Innerwear,Puma,Yellow,XL,4759.0,60,1903.6,2,3807.2,Cash on Delivery,Mobile App,Delivered,2,2.0
MYN100163,2025-05-18,May,Q2,2025,CUST02175,Female,37,Chennai,Tamil Nadu,Insider,P93140,HRX Graphic Trousers,Men,Bottomwear,HRX,Multicolor,XL,1599.0,10,1439.1,1,1439.1,UPI,Mobile Web,Pending,5,4.0
MYN100164,2024-09-30,September,Q3,2024,CUST01215,Male,16,Indore,Madhya Pradesh,Insider,P27841,W Casual Sunglasses,Women,Accessories,W,Purple,M,309.0,20,247.2,1,247.2,Myntra Wallet,Mobile Web,Delivered,5,5.0
MYN100165,2024-12-18,December,Q4,2024,CUST01681,Female,18,Pune,Maharashtra,Insider,P30898,Levis Formal Saree,Men,Ethnic Wear,Levis,Navy,L,3629.0,20,2903.2,1,2903.2,UPI,Mobile App,Returned,3,4.0
MYN100166,2025-12-02,December,Q4,2025,CUST01645,Female,42,Nagpur,Maharashtra,Insider,P28665,Levis Embroidered Briefs Pack,Men,Innerwear,Levis,Navy,M,4649.0,0,4649.0,1,4649.0,Debit Card,Mobile App,Cancelled,6,4.0
MYN100167,2023-03-25,March,Q1,2023,CUST00952,Male,18,Mumbai,Maharashtra,Non-Member,P89958,HRX Kids Relaxed Fit Boots,Kids,Footwear,HRX Kids,Beige,7,709.0,30,496.3,2,992.6,Cash on Delivery,Website,Delivered,8,4.0
MYN100168,2024-05-09,May,Q2,2024,CUST00690,Female,26,Guwahati,Assam,Insider,P23506,HomeTown Floral Curtain Set,Home & Living,Furnishing,HomeTown,White,XXL,2839.0,60,1135.6,2,2271.2,Cash on Delivery,Mobile App,Pending,9,4.0
MYN100169,2023-06-20,June,Q2,2023,CUST00431,Male,44,Kolkata,West Bengal,Non-Member,P76561,HomeTown Graphic Storage Container Set,Home & Living,Kitchen,HomeTown,Pink,L,3109.0,20,2487.2,3,7461.6,UPI,Mobile App,Cancelled,2,4.0
MYN100170,2025-02-22,February,Q1,2025,CUST02028,Male,22,Indore,Madhya Pradesh,Insider,P73945,US Polo Assn Oversized Kurta Set,Men,Ethnic Wear,US Polo Assn,Yellow,XL,6839.0,30,4787.3,1,4787.3,Debit Card,Website,Delivered,2,1.0
MYN100171,2023-03-23,March,Q1,2023,CUST02358,Female,16,Chandigarh,Chandigarh,Non-Member,P98160,Puma Checked Cap,Men,Accessories,Puma,Purple,XL,2709.0,30,1896.3,1,1896.3,Net Banking,Mobile App,Delivered,7,2.0
MYN100172,2025-04-24,April,Q2,2025,CUST00153,Female,39,Bengaluru,Karnataka,Insider Gold,P84308,Campus Solid Oxford Shoes,Footwear,Formal Shoes,Campus,Blue,6,3899.0,30,2729.3,1,2729.3,Cash on Delivery,Mobile App,Returned,2,4.0
MYN100173,2023-11-25,November,Q4,2023,CUST01410,Female,49,Lucknow,Uttar Pradesh,Non-Member,P16265,Biba Oversized Sherwani,Women,Ethnic Wear,Biba,Pink,L,5839.0,20,4671.2,1,4671.2,Debit Card,Website,Returned,5,4.0
MYN100174,2024-09-18,September,Q3,2024,CUST01644,Female,51,Bengaluru,Karnataka,Insider,P56111,Nykaa Casual Face Wash,Beauty,Skincare,Nykaa,Maroon,XL,1899.0,20,1519.2,1,1519.2,Myntra Wallet,Mobile App,Delivered,3,4.0
MYN100175,2024-10-23,October,Q4,2024,CUST00763,Male,37,Mumbai,Maharashtra,Non-Member,P54171,Mamaearth Casual Serum,Beauty,Skincare,Mamaearth,Orange,L,2269.0,10,2042.1,3,6126.3,UPI,Mobile Web,Delivered,2,3.0
MYN100176,2025-04-08,April,Q2,2025,CUST02296,Male,29,Hyderabad,Telangana,Insider,P19952,Only Relaxed Fit Boots,Women,Footwear,Only,Red,6,829.0,60,331.6,2,663.2,UPI,Mobile App,Delivered,6,5.0
MYN100177,2023-11-14,November,Q4,2023,CUST01578,Male,33,Chennai,Tamil Nadu,Insider,P20775,US Polo Assn Checked Boxers Pack,Men,Innerwear,US Polo Assn,Pink,S,2829.0,0,2829.0,1,2829.0,UPI,Website,Delivered,6,5.0
MYN100178,2024-01-29,January,Q1,2024,CUST00926,Male,40,Patna,Bihar,Insider Gold,P41939,Zara Striped Kurta Set,Women,Ethnic Wear,Zara,Black,XL,4289.0,40,2573.4,1,2573.4,UPI,Mobile App,Delivered,8,4.0
MYN100179,2023-10-03,October,Q4,2023,CUST01586,Male,53,Chennai,Tamil Nadu,Non-Member,P57777,Mamaearth Casual Conditioner,Beauty,Haircare,Mamaearth,Red,M,1429.0,10,1286.1,3,3858.3,Cash on Delivery,Mobile App,Pending,7,4.0
MYN100180,2024-04-03,April,Q2,2024,CUST02205,Female,31,Ahmedabad,Gujarat,Insider Gold,P23737,W Casual Skirt,Women,Bottomwear,W,Orange,XL,1609.0,30,1126.3,1,1126.3,UPI,Mobile App,Returned,9,4.0
MYN100181,2023-10-30,October,Q4,2023,CUST01794,Female,34,Pune,Maharashtra,Insider,P83394,Vero Moda Slim Fit Wallet,Women,Accessories,Vero Moda,Beige,XL,4019.0,30,2813.3,1,2813.3,Net Banking,Website,Delivered,3,4.0
MYN100182,2025-11-06,November,Q4,2025,CUST00113,Female,21,Ahmedabad,Gujarat,Non-Member,P38207,US Polo Kids Formal Saree,Kids,Ethnic Wear,US Polo Kids,Navy,L,3039.0,20,2431.2,1,2431.2,UPI,Website,Delivered,8,5.0
MYN100183,2023-11-27,November,Q4,2023,CUST00028,Male,23,Coimbatore,Tamil Nadu,Non-Member,P25687,Campus Checked Canvas Shoes,Footwear,Casual Shoes,Campus,Orange,6,3809.0,50,1904.5,1,1904.5,UPI,Website,Delivered,5,5.0
MYN100184,2025-02-19,February,Q1,2025,CUST00743,Female,26,Chandigarh,Chandigarh,Insider,P22341,HRX Regular Fit Lehenga,Men,Ethnic Wear,HRX,Grey,XL,5859.0,30,4101.3,2,8202.6,UPI,Mobile App,Delivered,9,5.0
MYN100185,2023-07-12,July,Q3,2023,CUST01763,Male,36,Guwahati,Assam,Insider,P62615,Bombay Dyeing Striped Curtain Set,Home & Living,Furnishing,Bombay Dyeing,Red,S,1789.0,10,1610.1,1,1610.1,UPI,Mobile Web,Delivered,6,5.0
MYN100186,2023-05-23,May,Q2,2023,CUST01529,Female,21,Nagpur,Maharashtra,Non-Member,P60430,Roadster Casual T-Shirt,Men,Topwear,Roadster,Green,XS,4869.0,60,1947.6,1,1947.6,UPI,Mobile App,Delivered,4,5.0
MYN100187,2025-06-30,June,Q2,2025,CUST01415,Male,49,Lucknow,Uttar Pradesh,Insider,P85233,Levis Casual Boxers Pack,Men,Innerwear,Levis,Blue,L,4339.0,10,3905.1,1,3905.1,Debit Card,Mobile Web,Returned,2,4.0
MYN100188,2023-11-14,November,Q4,2023,CUST00493,Male,45,Coimbatore,Tamil Nadu,Insider,P99526,Mamaearth Casual Shampoo,Beauty,Haircare,Mamaearth,Blue,XL,1379.0,10,1241.1,1,1241.1,Myntra Wallet,Mobile App,Returned,7,4.0
MYN100189,2025-04-07,April,Q2,2025,CUST01593,Female,26,Nagpur,Maharashtra,Non-Member,P42272,L'Oreal Casual Lipstick,Beauty,Makeup,L'Oreal,Pink,S,719.0,40,431.4,1,431.4,Credit Card,Mobile Web,Returned,2,4.0
MYN100190,2024-02-16,February,Q1,2024,CUST02422,Male,34,Mumbai,Maharashtra,Insider,P83793,HRX Floral Jacket,Men,Winterwear,HRX,Maroon,XXL,3339.0,30,2337.3,1,2337.3,Credit Card,Mobile App,Delivered,6,2.0
MYN100191,2025-10-16,October,Q4,2025,CUST01747,Female,50,Surat,Gujarat,Insider,P74387,Vero Moda Slim Fit Sunglasses,Women,Accessories,Vero Moda,White,M,3509.0,60,1403.6,1,1403.6,Cash on Delivery,Mobile App,Delivered,6,5.0
MYN100192,2023-04-18,April,Q2,2023,CUST00366,Female,27,Pune,Maharashtra,Insider,P13665,AND Floral Sneakers,Women,Footwear,AND,Black,8,2499.0,30,1749.3,3,5247.9,Cash on Delivery,Mobile App,Delivered,8,5.0
MYN100193,2023-02-01,February,Q1,2023,CUST00184,Female,21,Ahmedabad,Gujarat,Insider,P51983,Portico Solid Bedsheet Set,Home & Living,Bedding,Portico,White,XXL,1169.0,20,935.2,1,935.2,Myntra Wallet,Website,Delivered,2,2.0
MYN100194,2024-06-12,June,Q2,2024,CUST00020,Male,52,Surat,Gujarat,Insider,P58730,Spaces Solid Storage Container Set,Home & Living,Kitchen,Spaces,Multicolor,L,499.0,10,449.1,1,449.1,Net Banking,Mobile Web,Delivered,8,5.0
MYN100195,2023-01-22,January,Q1,2023,CUST01117,Female,32,Lucknow,Uttar Pradesh,Insider Gold,P46449,Only Formal Sweatshirt,Women,Topwear,Only,Multicolor,S,4969.0,40,2981.4,1,2981.4,UPI,Mobile App,Cancelled,8,4.0
MYN100196,2024-06-09,June,Q2,2024,CUST00914,Female,49,Lucknow,Uttar Pradesh,Insider,P74033,HRX Oversized Shirt,Men,Topwear,HRX,White,S,3369.0,10,3032.1,2,6064.2,UPI,Mobile Web,Delivered,8,5.0
MYN100197,2023-08-17,August,Q3,2023,CUST00490,Female,48,Guwahati,Assam,Non-Member,P36317,Vero Moda Embroidered Dupatta Set,Women,Ethnic Wear,Vero Moda,Blue,XL,7979.0,40,4787.4,1,4787.4,UPI,Mobile App,Delivered,5,4.0
MYN100198,2024-01-23,January,Q1,2024,CUST00277,Female,31,Chandigarh,Chandigarh,Insider,P28711,Van Heusen Relaxed Fit Cardigan,Men,Winterwear,Van Heusen,Beige,XL,4689.0,50,2344.5,1,2344.5,Cash on Delivery,Mobile App,Delivered,5,5.0
MYN100199,2024-04-06,April,Q2,2024,CUST01028,Female,17,Patna,Bihar,Non-Member,P17396,Bata Graphic Sandals,Footwear,Sandals,Bata,Grey,9,1179.0,20,943.2,1,943.2,Debit Card,Website,Delivered,4,5.0
MYN100200,2025-12-30,December,Q4,2025,CUST01805,Female,28,Kochi,Kerala,Insider,P28790,US Polo Assn Printed Skirt,Men,Bottomwear,US Polo Assn,Yellow,M,629.0,10,566.1,1,566.1,Debit Card,Mobile Web,Delivered,2,5.0
MYN100201,2023-03-14,March,Q1,2023,CUST00588,Male,19,Mumbai,Maharashtra,Insider,P83755,Bombay Dyeing Slim Fit Table Lamp,Home & Living,Decor,Bombay Dyeing,Black,L,3539.0,10,3185.1,2,6370.2,UPI,Mobile App,Cancelled,3,4.0
MYN100202,2025-07-20,July,Q3,2025,CUST02341,Female,26,Patna,Bihar,Non-Member,P41151,Allen Solly Junior Embroidered Flip Flops,Kids,Footwear,Allen Solly Junior,Navy,9,3799.0,30,2659.3,3,7977.9,Myntra Wallet,Mobile App,Delivered,9,5.0
MYN100203,2025-07-30,July,Q3,2025,CUST00592,Female,16,Mumbai,Maharashtra,Insider Gold,P58244,Only Printed Loafers,Women,Footwear,Only,Purple,6,2769.0,20,2215.2,1,2215.2,Cash on Delivery,Mobile App,Delivered,8,4.0
MYN100204,2025-03-27,March,Q1,2025,CUST02567,Female,30,Hyderabad,Telangana,Non-Member,P69285,Only Embroidered Sunglasses,Women,Accessories,Only,Beige,L,2949.0,30,2064.3,1,2064.3,Cash on Delivery,Mobile App,Delivered,4,5.0
MYN100205,2023-08-11,August,Q3,2023,CUST00798,Male,50,Mumbai,Maharashtra,Non-Member,P63504,Adidas Floral Flip Flops,Footwear,Flip Flops,Adidas,Pink,11,2059.0,30,1441.3,1,1441.3,Credit Card,Website,Returned,9,4.0
MYN100206,2025-06-26,June,Q2,2025,CUST02555,Female,51,Bhopal,Madhya Pradesh,Insider,P30541,H&M Floral Lehenga,Women,Ethnic Wear,H&M,Navy,L,7559.0,30,5291.3,1,5291.3,Net Banking,Website,Delivered,2,5.0
MYN100207,2025-09-23,September,Q3,2025,CUST02308,Male,53,Chandigarh,Chandigarh,Insider,P63908,Sugar Cosmetics Printed Perfume,Beauty,Fragrance,Sugar Cosmetics,Pink,L,739.0,10,665.1,1,665.1,Debit Card,Mobile App,Cancelled,7,4.0
MYN100208,2024-12-31,December,Q4,2024,CUST02573,Male,45,Chandigarh,Chandigarh,Insider,P11136,Bombay Dyeing Slim Fit Bedsheet Set,Home & Living,Bedding,Bombay Dyeing,Multicolor,XS,1699.0,10,1529.1,1,1529.1,Cash on Delivery,Mobile App,Pending,5,4.0
